Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Decision_Score,Reasons
1,Stable,85,19.0,20.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
2244,Congested,14,150.0,73.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2245,Congested,25,128.0,70.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2246,Congested,21,150.0,86.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2247,Congested,13,214.0,78.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2248,Congested,26,159.0,67.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2249,Congested,19,215.0,79.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2250,Congested,25,127.0,69.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2251,Congested,35,227.0,63.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2252,Congested,38,192.0,73.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2253,Congested,36,245.0,60.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2254,Congested,27,209.0,64.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2255,Congested,23,243.0,79.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2256,Congested,24,206.0,84.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2257,Congested,36,153.0,68.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2258,Congested,30,237.0,88.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2259,Congested,14,203.0,65.0,10.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2260,Congested,31,224.0,84.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2261,Congested,38,221.0,81.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2262,Congested,11,233.0,77.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2263,Congested,37,162.0,61.0,10.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2264,Congested,30,199.0,95.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2265,Congested,30,141.0,72.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2266,Congested,27,133.0,93.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2267,Congested,34,241.0,92.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2268,Congested,13,166.0,61.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2269,Congested,35,172.0,75.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2270,Congested,24,141.0,94.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2271,Congested,20,222.0,62.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2272,Congested,37,125.0,81.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2273,Congested,15,226.0,61.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2274,Congested,20,217.0,76.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2275,Congested,13,145.0,94.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2276,Congested,19,156.0,71.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2277,Congested,34,142.0,69.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2278,Congested,40,224.0,70.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2279,Congested,29,203.0,71.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2280,Congested,32,134.0,79.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2281,Congested,13,201.0,69.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2282,Congested,38,202.0,76.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2283,Congested,40,150.0,63.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2284,Congested,17,180.0,91.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2285,Congested,34,249.0,84.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2286,Congested,18,135.0,80.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2287,Congested,27,224.0,64.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2288,Congested,10,224.0,74.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2289,Congested,18,145.0,75.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2290,Congested,30,152.0,79.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2291,Congested,23,234.0,65.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2292,Congested,16,156.0,83.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2293,Congested,15,182.0,94.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2294,Congested,40,235.0,62.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2295,Congested,36,238.0,78.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2296,Congested,10,135.0,90.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2297,Congested,29,184.0,84.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2298,Congested,36,174.0,92.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2299,Congested,11,161.0,94.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2300,Congested,12,196.0,65.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2301,Congested,32,151.0,68.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2302,Congested,18,230.0,73.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2303,Congested,26,201.0,81.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2304,Congested,34,235.0,77.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2305,Congested,31,202.0,81.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2306,Congested,24,204.0,61.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2307,Congested,30,120.0,90.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2308,Congested,38,122.0,71.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2309,Congested,27,245.0,85.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2310,Congested,12,139.0,94.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2311,Congested,38,233.0,67.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2312,Congested,36,216.0,82.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2313,Congested,15,122.0,67.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2314,Congested,21,169.0,88.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2315,Congested,17,125.0,77.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2316,Congested,16,143.0,79.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2317,Congested,17,246.0,83.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2318,Congested,18,246.0,73.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2319,Congested,16,221.0,67.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2320,Congested,28,248.0,91.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2321,Congested,27,169.0,71.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2322,Congested,28,152.0,64.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2323,Congested,18,178.0,93.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2324,Congested,16,125.0,94.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2325,Congested,18,236.0,60.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2326,Congested,30,133.0,80.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2327,Congested,37,224.0,77.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2328,Congested,31,239.0,91.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2329,Congested,26,131.0,74.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2330,Congested,18,227.0,94.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2331,Congested,20,121.0,85.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2332,Congested,20,140.0,61.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2333,Congested,32,228.0,64.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2334,Congested,16,162.0,81.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2335,Congested,12,144.0,61.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2336,Congested,23,126.0,81.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2337,Congested,17,147.0,90.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2338,Congested,40,207.0,63.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2339,Congested,26,180.0,64.0,10.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2340,Congested,29,232.0,66.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2341,Congested,28,151.0,65.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2342,Congested,39,128.0,84.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2343,Congested,38,136.0,68.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2344,Congested,39,233.0,63.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2345,Congested,29,230.0,64.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2346,Congested,31,134.0,95.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2347,Congested,19,217.0,85.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2348,Congested,29,225.0,74.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2349,Congested,35,122.0,89.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2350,Congested,24,229.0,66.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2351,Congested,30,126.0,89.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2352,Congested,20,169.0,66.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2353,Congested,10,137.0,72.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2354,Congested,14,250.0,76.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2355,Congested,23,243.0,88.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2356,Congested,17,155.0,62.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2357,Congested,14,199.0,87.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2358,Congested,40,211.0,79.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2359,Congested,38,157.0,69.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2360,Congested,19,207.0,78.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2361,Congested,10,157.0,63.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2362,Congested,26,133.0,87.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2363,Congested,16,171.0,72.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2364,Congested,20,168.0,90.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2365,Congested,29,204.0,81.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2366,Congested,19,227.0,81.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2367,Congested,13,236.0,62.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2368,Congested,17,120.0,74.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2369,Congested,24,174.0,75.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2370,Congested,33,204.0,84.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2371,Congested,22,167.0,60.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2372,Congested,10,138.0,82.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2373,Congested,27,149.0,69.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2374,Congested,24,169.0,83.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2375,Congested,10,170.0,72.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2376,Congested,15,176.0,76.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2377,Congested,20,182.0,71.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2378,Congested,10,165.0,76.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2379,Congested,10,155.0,84.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2380,Congested,20,173.0,79.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2381,Congested,17,214.0,83.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2382,Congested,40,231.0,64.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2383,Congested,14,153.0,72.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2384,Congested,27,216.0,83.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2385,Congested,29,229.0,75.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2386,Congested,34,168.0,94.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2387,Congested,35,158.0,80.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2388,Congested,11,191.0,68.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2389,Congested,40,245.0,73.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2390,Congested,35,240.0,64.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2391,Congested,26,219.0,92.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2392,Congested,25,238.0,71.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2393,Congested,32,215.0,93.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2394,Congested,32,246.0,90.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2395,Congested,28,222.0,62.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2396,Congested,17,171.0,88.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2397,Congested,22,175.0,79.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2398,Congested,38,216.0,70.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2399,Congested,18,141.0,68.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2400,Congested,19,233.0,93.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2401,Congested,17,130.0,89.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2402,Congested,29,206.0,87.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2403,Congested,24,230.0,86.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2404,Congested,35,247.0,80.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2405,Congested,22,126.0,71.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2406,Congested,17,187.0,64.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2407,Congested,38,141.0,78.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2408,Congested,26,140.0,77.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2409,Congested,13,150.0,64.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2410,Congested,11,171.0,81.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2411,Congested,31,204.0,76.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2412,Congested,33,190.0,72.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2413,Congested,14,186.0,60.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2414,Congested,19,208.0,85.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2415,Congested,36,123.0,90.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2416,Congested,34,158.0,85.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2417,Congested,17,173.0,90.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2418,Congested,26,239.0,89.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2419,Congested,35,141.0,80.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2420,Congested,23,226.0,73.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2421,Congested,24,127.0,83.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2422,Congested,28,152.0,79.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2423,Congested,25,210.0,81.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2424,Congested,23,228.0,85.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2425,Congested,19,203.0,61.0,10.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2426,Congested,35,128.0,68.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2427,Congested,40,204.0,85.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2428,Congested,16,220.0,64.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2429,Congested,22,168.0,90.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2430,Congested,20,235.0,79.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2431,Congested,15,146.0,95.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2432,Congested,11,245.0,61.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2433,Congested,16,137.0,84.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2434,Congested,16,179.0,78.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2435,Congested,12,236.0,63.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2436,Congested,26,122.0,70.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2437,Congested,37,225.0,85.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2438,Congested,13,153.0,94.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2439,Congested,25,137.0,84.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2440,Congested,14,172.0,79.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2441,Congested,36,241.0,70.0,10.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2442,Congested,28,199.0,72.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2443,Congested,32,237.0,77.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2444,Congested,10,156.0,88.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2445,Congested,36,222.0,75.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2446,Congested,20,245.0,89.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2447,Congested,28,130.0,65.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2448,Congested,30,236.0,82.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2449,Congested,22,164.0,86.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2450,Congested,15,230.0,89.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2451,Congested,39,166.0,66.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2452,Congested,32,131.0,75.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2453,Congested,18,194.0,64.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2454,Congested,39,246.0,86.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2455,Congested,13,214.0,64.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2456,Congested,26,203.0,86.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2457,Congested,15,184.0,73.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2458,Congested,11,238.0,61.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2459,Congested,30,238.0,84.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2460,Congested,33,222.0,72.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2461,Congested,11,122.0,76.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2462,Congested,32,154.0,80.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2463,Congested,25,238.0,64.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2464,Congested,27,182.0,88.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2465,Congested,25,191.0,70.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2466,Congested,36,124.0,66.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2467,Congested,19,151.0,94.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2468,Congested,15,139.0,60.0,5.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2469,Congested,14,232.0,82.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2470,Congested,16,128.0,94.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2471,Congested,24,132.0,93.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2472,Congested,22,198.0,88.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2473,Congested,29,121.0,63.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2474,Congested,34,171.0,75.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2475,Congested,39,181.0,72.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2476,Congested,10,227.0,61.0,1.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2477,Congested,20,169.0,64.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2478,Congested,40,144.0,70.0,3.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2479,Congested,11,226.0,92.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2480,Congested,36,203.0,80.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2481,Congested,30,168.0,73.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2482,Congested,22,229.0,67.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2483,Congested,16,147.0,82.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2484,Congested,15,123.0,85.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2485,Congested,10,219.0,73.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2486,Congested,17,136.0,77.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2487,Congested,21,131.0,64.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2488,Congested,23,197.0,91.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2489,Congested,32,163.0,76.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2490,Congested,29,203.0,84.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2491,Congested,20,164.0,80.0,8.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2492,Congested,12,205.0,61.0,10.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2493,Congested,39,234.0,84.0,9.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2494,Congested,30,179.0,92.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2495,Congested,32,123.0,74.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2496,Congested,29,151.0,79.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2497,Congested,33,229.0,75.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2498,Congested,12,135.0,68.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2499,Congested,25,195.0,72.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2500,Congested,22,172.0,62.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2501,Congested,39,233.0,81.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2502,Congested,18,201.0,62.0,9.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2503,Congested,35,226.0,78.0,1.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2504,Congested,17,204.0,81.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2505,Congested,16,133.0,75.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2506,Congested,29,217.0,93.0,6.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2507,Congested,15,233.0,60.0,2.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2508,Congested,37,245.0,64.0,4.0,CLOUD,3,High current latency; Moderate CPU utilization; Small computational task
2509,Congested,11,156.0,73.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2510,Congested,12,164.0,95.0,4.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2511,Congested,17,249.0,65.0,7.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2512,Congested,33,239.0,79.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2513,Congested,33,170.0,75.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2514,Congested,15,183.0,79.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2515,Congested,28,234.0,72.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2516,Congested,37,243.0,65.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2517,Congested,22,216.0,70.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2518,Congested,24,228.0,92.0,10.0,CLOUD,6,High current latency; High CPU utilization; Large computational task
2519,Congested,33,230.0,69.0,8.0,CLOUD,5,High current latency; Moderate CPU utilization; Large computational task
2520,Congested,10,217.0,87.0,2.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2521,Congested,34,196.0,94.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
2522,Congested,27,164.0,76.0,7.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2523,Congested,24,198.0,89.0,5.0,CLOUD,5,High current latency; High CPU utilization; Medium computational task
2524,Congested,22,243.0,64.0,6.0,CLOUD,4,High current latency; Moderate CPU utilization; Medium computational task
2525,Congested,14,240.0,72.0,3.0,CLOUD,4,High current latency; High CPU utilization; Small computational task
