Time,Scenario,Bandwidth_Mbps,Input_Network_Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Proposed_Decision,Estimated_EDGE_Latency_ms,Estimated_CLOUD_Latency_ms,Existing_Estimated_Latency_ms,Proposed_Estimated_Latency_ms
2469,Congested,14.0,232.0,82.0,3.0,CLOUD,CLOUD,535.2,2016.1257142857141,2016.1257142857141,2016.1257142857141
2470,Congested,16.0,128.0,94.0,4.0,CLOUD,CLOUD,771.2,2223.04,2223.04,2223.04
2471,Congested,24.0,132.0,93.0,2.0,CLOUD,CLOUD,383.2,846.1066666666666,846.1066666666666,846.1066666666666
2472,Congested,22.0,198.0,88.0,1.0,CLOUD,CLOUD,185.60000000000002,585.1563636363636,585.1563636363636,585.1563636363636
2473,Congested,29.0,121.0,63.0,7.0,CLOUD,CLOUD,1089.2,2209.6744827586203,2209.6744827586203,2209.6744827586203
2474,Congested,34.0,171.0,75.0,6.0,CLOUD,CLOUD,1020.0,1720.764705882353,1720.764705882353,1720.764705882353
2475,Congested,39.0,181.0,72.0,2.0,CLOUD,CLOUD,332.8,637.0164102564102,637.0164102564102,637.0164102564102
2476,Congested,10.0,227.0,61.0,1.0,CLOUD,CLOUD,153.2,1049.44,1049.44,1049.44
2477,Congested,20.0,169.0,64.0,4.0,CLOUD,CLOUD,627.2,1859.24,1859.24,1859.24
2478,Congested,40.0,144.0,70.0,3.0,CLOUD,CLOUD,491.99999999999994,812.4,812.4,812.4
2479,Congested,11.0,226.0,92.0,2.0,CLOUD,CLOUD,380.79999999999995,1727.9054545454544,1727.9054545454544,1727.9054545454544
2480,Congested,36.0,203.0,80.0,9.0,CLOUD,CLOUD,1584.0000000000002,2411.8,2411.8,2411.8
2481,Congested,30.0,168.0,73.0,9.0,CLOUD,CLOUD,1508.3999999999999,2774.2799999999997,2774.2799999999997,2774.2799999999997
2482,Congested,22.0,229.0,67.0,4.0,CLOUD,CLOUD,641.5999999999999,1774.2654545454545,1774.2654545454545,1774.2654545454545
2483,Congested,16.0,147.0,82.0,6.0,CLOUD,CLOUD,1070.4,3286.68,3286.68,3286.68
2484,Congested,15.0,123.0,85.0,6.0,CLOUD,CLOUD,1092.0,3463.4,3463.4,3463.4
2485,Congested,10.0,219.0,73.0,8.0,CLOUD,CLOUD,1340.7999999999997,6802.36,6802.36,6802.36
2486,Congested,17.0,136.0,77.0,10.0,CLOUD,CLOUD,1724.0000000000002,5072.682352941177,5072.682352941177,5072.682352941177
2487,Congested,21.0,131.0,64.0,4.0,CLOUD,CLOUD,627.2,1745.0495238095236,1745.0495238095236,1745.0495238095236
2488,Congested,23.0,197.0,91.0,2.0,CLOUD,CLOUD,378.40000000000003,939.9321739130435,939.9321739130435,939.9321739130435
2489,Congested,32.0,163.0,76.0,2.0,CLOUD,CLOUD,342.40000000000003,709.08,709.08,709.08
2490,Congested,29.0,203.0,84.0,3.0,CLOUD,CLOUD,542.4,1100.6662068965516,1100.6662068965516,1100.6662068965516
2491,Congested,20.0,164.0,80.0,8.0,CLOUD,CLOUD,1408.0,3549.6,3549.6,3549.6
2492,Congested,12.0,205.0,61.0,10.0,CLOUD,CLOUD,1532.0,7096.066666666667,7096.066666666667,7096.066666666667
2493,Congested,39.0,234.0,84.0,9.0,CLOUD,CLOUD,1627.1999999999998,2290.393846153846,2290.393846153846,2290.393846153846
2494,Congested,30.0,179.0,92.0,10.0,CLOUD,CLOUD,1904.0,3082.4666666666667,3082.4666666666667,3082.4666666666667
2495,Congested,32.0,123.0,74.0,1.0,CLOUD,CLOUD,168.79999999999998,395.96,395.96,395.96
2496,Congested,29.0,151.0,79.0,4.0,CLOUD,CLOUD,699.2,1347.0882758620687,1347.0882758620687,1347.0882758620687
2497,Congested,33.0,229.0,75.0,10.0,CLOUD,CLOUD,1700.0,2883.2424242424245,2883.2424242424245,2883.2424242424245
2498,Congested,12.0,135.0,68.0,6.0,CLOUD,CLOUD,969.6,4271.32,4271.32,4271.32
2499,Congested,25.0,195.0,72.0,3.0,CLOUD,CLOUD,499.20000000000005,1223.64,1223.64,1223.64
2500,Congested,22.0,172.0,62.0,4.0,CLOUD,CLOUD,617.6,1716.4654545454546,1716.4654545454546,1716.4654545454546
2501,Congested,39.0,233.0,81.0,3.0,CLOUD,CLOUD,531.5999999999999,918.1046153846155,918.1046153846155,918.1046153846155
2502,Congested,18.0,201.0,62.0,9.0,CLOUD,CLOUD,1389.6,4403.32,4403.32,4403.32
2503,Congested,35.0,226.0,78.0,1.0,CLOUD,CLOUD,173.6,477.69142857142856,477.69142857142856,477.69142857142856
2504,Congested,17.0,204.0,81.0,4.0,CLOUD,CLOUD,708.8,2179.3129411764703,2179.3129411764703,2179.3129411764703
2505,Congested,16.0,133.0,75.0,4.0,CLOUD,CLOUD,680.0,2225.0,2225.0,2225.0
2506,Congested,29.0,217.0,93.0,6.0,CLOUD,CLOUD,1149.6,2014.4924137931034,2014.4924137931034,2014.4924137931034
2507,Congested,15.0,233.0,60.0,2.0,CLOUD,CLOUD,304.0,1344.4666666666667,1344.4666666666667,1344.4666666666667
2508,Congested,37.0,245.0,64.0,4.0,CLOUD,CLOUD,627.2,1200.104864864865,1200.104864864865,1200.104864864865
2509,Congested,11.0,156.0,73.0,3.0,CLOUD,CLOUD,502.79999999999995,2406.5781818181813,2406.5781818181813,2406.5781818181813
2510,Congested,12.0,164.0,95.0,4.0,CLOUD,CLOUD,776.0,2925.8666666666663,2925.8666666666663,2925.8666666666663
2511,Congested,17.0,249.0,65.0,7.0,CLOUD,CLOUD,1106.0,3701.3176470588232,3701.3176470588232,3701.3176470588232
2512,Congested,33.0,239.0,79.0,3.0,CLOUD,CLOUD,524.4,1035.7527272727273,1035.7527272727273,1035.7527272727273
2513,Congested,33.0,170.0,75.0,7.0,CLOUD,CLOUD,1190.0,2027.969696969697,2027.969696969697,2027.969696969697
2514,Congested,15.0,183.0,79.0,5.0,CLOUD,CLOUD,874.0,2965.4666666666667,2965.4666666666667,2965.4666666666667
2515,Congested,28.0,234.0,72.0,5.0,CLOUD,CLOUD,832.0,1776.9714285714288,1776.9714285714288,1776.9714285714288
2516,Congested,37.0,243.0,65.0,6.0,CLOUD,CLOUD,948.0,1675.8972972972972,1675.8972972972972,1675.8972972972972
2517,Congested,22.0,216.0,70.0,8.0,CLOUD,CLOUD,1312.0,3307.490909090909,3307.490909090909,3307.490909090909
2518,Congested,24.0,228.0,92.0,10.0,CLOUD,CLOUD,1904.0,3798.1333333333337,3798.1333333333337,3798.1333333333337
2519,Congested,33.0,230.0,69.0,8.0,CLOUD,CLOUD,1302.4,2351.4739393939394,2351.4739393939394,2351.4739393939394
2520,Congested,10.0,217.0,87.0,2.0,CLOUD,CLOUD,368.79999999999995,1863.96,1863.96,1863.96
2521,Congested,34.0,196.0,94.0,3.0,CLOUD,CLOUD,578.4000000000001,973.1623529411764,973.1623529411764,973.1623529411764
2522,Congested,27.0,164.0,76.0,7.0,CLOUD,CLOUD,1198.4,2399.354074074074,2399.354074074074,2399.354074074074
2523,Congested,24.0,198.0,89.0,5.0,CLOUD,CLOUD,934.0,1982.4666666666667,1982.4666666666667,1982.4666666666667
2524,Congested,22.0,243.0,64.0,6.0,CLOUD,CLOUD,940.8,2560.1781818181817,2560.1781818181817,2560.1781818181817
2525,Congested,14.0,240.0,72.0,3.0,CLOUD,CLOUD,499.20000000000005,2022.9257142857143,2022.9257142857143,2022.9257142857143
2526,Congested,39.0,168.0,60.0,1.0,CLOUD,CLOUD,152.0,395.52820512820506,395.52820512820506,395.52820512820506
2527,Congested,37.0,248.0,83.0,8.0,CLOUD,CLOUD,1436.8000000000002,2164.28972972973,2164.28972972973,2164.28972972973
2528,Congested,22.0,226.0,85.0,6.0,CLOUD,CLOUD,1092.0,2548.2181818181816,2548.2181818181816,2548.2181818181816
2529,Congested,22.0,245.0,79.0,10.0,CLOUD,CLOUD,1748.0,4112.963636363636,4112.963636363636,4112.963636363636
2530,Congested,12.0,224.0,62.0,2.0,CLOUD,CLOUD,308.8,1602.2933333333333,1602.2933333333333,1602.2933333333333
2531,Congested,22.0,161.0,72.0,7.0,CLOUD,CLOUD,1164.8,2866.6145454545454,2866.6145454545454,2866.6145454545454
2532,Congested,40.0,185.0,82.0,9.0,CLOUD,CLOUD,1605.6,2194.52,2194.52,2194.52
2533,Congested,32.0,245.0,83.0,1.0,CLOUD,CLOUD,179.60000000000002,518.32,518.32,518.32
2534,Congested,30.0,218.0,87.0,4.0,CLOUD,CLOUD,737.5999999999999,1378.5866666666668,1378.5866666666668,1378.5866666666668
2535,Congested,17.0,242.0,62.0,6.0,CLOUD,CLOUD,926.4,3200.409411764706,3200.409411764706,3200.409411764706
2536,Congested,30.0,127.0,69.0,5.0,CLOUD,CLOUD,814.0,1574.1333333333332,1574.1333333333332,1574.1333333333332
2537,Congested,29.0,236.0,69.0,5.0,CLOUD,CLOUD,814.0,1729.1103448275862,1729.1103448275862,1729.1103448275862
2538,Congested,17.0,161.0,60.0,2.0,CLOUD,CLOUD,304.0,1146.976470588235,1146.976470588235,1146.976470588235
2539,Congested,34.0,143.0,84.0,7.0,CLOUD,CLOUD,1265.6,1953.5788235294117,1953.5788235294117,1953.5788235294117
2540,Congested,32.0,140.0,93.0,4.0,CLOUD,CLOUD,766.4,1234.88,1234.88,1234.88
2541,Congested,38.0,228.0,70.0,7.0,CLOUD,CLOUD,1148.0,1861.2842105263155,1861.2842105263155,1861.2842105263155
2542,Congested,18.0,197.0,92.0,9.0,CLOUD,CLOUD,1713.6,4410.12,4410.12,4410.12
2543,Congested,31.0,217.0,79.0,7.0,CLOUD,CLOUD,1223.6000000000001,2185.5716129032257,2185.5716129032257,2185.5716129032257
2544,Congested,34.0,142.0,66.0,10.0,CLOUD,CLOUD,1592.0,2721.3411764705884,2721.3411764705884,2721.3411764705884
2545,Congested,34.0,208.0,69.0,5.0,CLOUD,CLOUD,814.0,1498.270588235294,1498.270588235294,1498.270588235294
2546,Congested,33.0,173.0,85.0,5.0,CLOUD,CLOUD,910.0,1502.1212121212122,1502.1212121212122,1502.1212121212122
2547,Congested,10.0,163.0,91.0,1.0,CLOUD,CLOUD,189.20000000000002,986.64,986.64,986.64
2548,Congested,13.0,137.0,86.0,9.0,CLOUD,CLOUD,1648.8,5886.421538461538,5886.421538461538,5886.421538461538
2549,Congested,23.0,193.0,87.0,3.0,CLOUD,CLOUD,553.1999999999999,1306.9182608695653,1306.9182608695653,1306.9182608695653
2550,Congested,15.0,215.0,71.0,3.0,CLOUD,CLOUD,495.59999999999997,1883.52,1883.52,1883.52
2551,Congested,16.0,244.0,71.0,9.0,CLOUD,CLOUD,1486.8,4949.56,4949.56,4949.56
2552,Congested,40.0,148.0,88.0,10.0,CLOUD,CLOUD,1856.0000000000002,2383.2,2383.2,2383.2
2553,Congested,36.0,174.0,71.0,4.0,CLOUD,CLOUD,660.8,1154.2488888888886,1154.2488888888886,1154.2488888888886
2554,Congested,11.0,166.0,72.0,5.0,CLOUD,CLOUD,832.0,3916.763636363636,3916.763636363636,3916.763636363636
2555,Congested,38.0,224.0,88.0,10.0,CLOUD,CLOUD,1856.0000000000002,2564.4631578947365,2564.4631578947365,2564.4631578947365
2556,Congested,13.0,162.0,65.0,5.0,CLOUD,CLOUD,790.0,3351.923076923077,3351.923076923077,3351.923076923077
2557,Congested,12.0,216.0,67.0,5.0,CLOUD,CLOUD,802.0,3662.7333333333336,3662.7333333333336,3662.7333333333336
2558,Congested,12.0,207.0,61.0,10.0,CLOUD,CLOUD,1532.0,7098.066666666667,7098.066666666667,7098.066666666667
2559,Congested,17.0,242.0,91.0,2.0,CLOUD,CLOUD,378.40000000000003,1230.456470588235,1230.456470588235,1230.456470588235
2560,Congested,10.0,135.0,77.0,1.0,CLOUD,CLOUD,172.40000000000003,958.08,958.08,958.08
2561,Congested,31.0,130.0,66.0,4.0,CLOUD,CLOUD,636.8,1252.818064516129,1252.818064516129,1252.818064516129
2562,Congested,26.0,121.0,84.0,10.0,CLOUD,CLOUD,1807.9999999999998,3431.523076923077,3431.523076923077,3431.523076923077
2563,Congested,26.0,188.0,91.0,8.0,CLOUD,CLOUD,1513.6000000000001,2838.658461538462,2838.658461538462,2838.658461538462
2564,Congested,34.0,206.0,87.0,6.0,CLOUD,CLOUD,1106.3999999999999,1758.6447058823528,1758.6447058823528,1758.6447058823528
2565,Congested,21.0,207.0,80.0,4.0,CLOUD,CLOUD,704.0,1823.6095238095236,1823.6095238095236,1823.6095238095236
2566,Congested,40.0,212.0,85.0,7.0,CLOUD,CLOUD,1274.0,1775.8,1775.8,1775.8
2567,Congested,29.0,134.0,82.0,6.0,CLOUD,CLOUD,1070.4,1928.8524137931036,1928.8524137931036,1928.8524137931036
2568,Congested,35.0,145.0,60.0,8.0,CLOUD,CLOUD,1216.0,2152.7714285714283,2152.7714285714283,2152.7714285714283
2569,Congested,37.0,222.0,68.0,1.0,CLOUD,CLOUD,161.6,460.9362162162163,460.9362162162163,460.9362162162163
2570,Congested,29.0,151.0,93.0,5.0,CLOUD,CLOUD,958.0,1648.9103448275862,1648.9103448275862,1648.9103448275862
2571,Congested,40.0,183.0,83.0,8.0,CLOUD,CLOUD,1436.8000000000002,1969.56,1969.56,1969.56
2572,Congested,29.0,241.0,92.0,7.0,CLOUD,CLOUD,1332.8,2337.7944827586207,2337.7944827586207,2337.7944827586207
2573,Congested,31.0,168.0,60.0,6.0,CLOUD,CLOUD,912.0,1850.7870967741935,1850.7870967741935,1850.7870967741935
2574,Congested,10.0,212.0,62.0,6.0,CLOUD,CLOUD,926.4,5146.88,5146.88,5146.88
2575,Congested,31.0,233.0,74.0,10.0,CLOUD,CLOUD,1688.0,3043.2451612903224,3043.2451612903224,3043.2451612903224
2576,Congested,25.0,222.0,65.0,6.0,CLOUD,CLOUD,948.0,2277.6,2277.6,2277.6
2577,Congested,23.0,241.0,66.0,7.0,CLOUD,CLOUD,1114.4,2834.2626086956525,2834.2626086956525,2834.2626086956525
2578,Congested,19.0,169.0,69.0,9.0,CLOUD,CLOUD,1465.2,4163.313684210526,4163.313684210526,4163.313684210526
2579,Congested,38.0,249.0,62.0,3.0,CLOUD,CLOUD,463.2,948.0189473684211,948.0189473684211,948.0189473684211
2580,Congested,25.0,142.0,79.0,9.0,CLOUD,CLOUD,1573.2,3230.44,3230.44,3230.44
2581,Congested,37.0,239.0,70.0,8.0,CLOUD,CLOUD,1312.0,2151.1297297297297,2151.1297297297297,2151.1297297297297
2582,Congested,40.0,149.0,90.0,9.0,CLOUD,CLOUD,1692.0,2161.4,2161.4,2161.4
2583,Congested,17.0,182.0,73.0,3.0,CLOUD,CLOUD,502.79999999999995,1662.524705882353,1662.524705882353,1662.524705882353
2584,Congested,34.0,142.0,66.0,7.0,CLOUD,CLOUD,1114.4,1947.5388235294117,1947.5388235294117,1947.5388235294117
2585,Congested,32.0,127.0,70.0,6.0,CLOUD,CLOUD,983.9999999999999,1763.8,1763.8,1763.8
2586,Congested,38.0,218.0,77.0,4.0,CLOUD,CLOUD,689.6000000000001,1152.4252631578945,1152.4252631578945,1152.4252631578945
2587,Congested,33.0,185.0,90.0,2.0,CLOUD,CLOUD,376.0,717.0484848484849,717.0484848484849,717.0484848484849
2588,Congested,31.0,154.0,94.0,8.0,CLOUD,CLOUD,1542.4,2408.596129032258,2408.596129032258,2408.596129032258
2589,Congested,12.0,205.0,74.0,10.0,CLOUD,CLOUD,1688.0,7101.266666666667,7101.266666666667,7101.266666666667
2590,Congested,34.0,136.0,81.0,7.0,CLOUD,CLOUD,1240.3999999999999,1945.7388235294118,1945.7388235294118,1945.7388235294118
2591,Congested,39.0,217.0,95.0,7.0,CLOUD,CLOUD,1358.0,1819.4974358974357,1819.4974358974357,1819.4974358974357
2592,Congested,35.0,179.0,74.0,5.0,CLOUD,CLOUD,844.0,1436.6571428571428,1436.6571428571428,1436.6571428571428
2593,Congested,13.0,194.0,65.0,2.0,CLOUD,CLOUD,316.0,1469.969230769231,1469.969230769231,1469.969230769231
2594,Congested,12.0,207.0,72.0,2.0,CLOUD,CLOUD,332.8,1586.0933333333332,1586.0933333333332,1586.0933333333332
2595,Congested,28.0,214.0,68.0,6.0,CLOUD,CLOUD,969.6,2064.6057142857144,2064.6057142857144,2064.6057142857144
2596,Congested,40.0,217.0,60.0,5.0,CLOUD,CLOUD,760.0,1329.0,1329.0,1329.0
2597,Congested,11.0,168.0,84.0,7.0,CLOUD,CLOUD,1265.6,5422.4290909090905,5422.4290909090905,5422.4290909090905
2598,Congested,20.0,213.0,68.0,9.0,CLOUD,CLOUD,1454.4,4017.48,4017.48,4017.48
2599,Congested,31.0,176.0,66.0,7.0,CLOUD,CLOUD,1114.4,2140.931612903226,2140.931612903226,2140.931612903226
2600,Congested,10.0,237.0,80.0,3.0,CLOUD,CLOUD,528.0,2706.6,2706.6,2706.6
2601,Congested,36.0,195.0,74.0,8.0,CLOUD,CLOUD,1350.3999999999999,2156.4577777777777,2156.4577777777777,2156.4577777777777
2602,Congested,31.0,236.0,69.0,10.0,CLOUD,CLOUD,1628.0,3044.2451612903224,3044.2451612903224,3044.2451612903224
2603,Congested,19.0,157.0,62.0,10.0,CLOUD,CLOUD,1544.0,4592.3263157894735,4592.3263157894735,4592.3263157894735
2604,Congested,20.0,199.0,92.0,2.0,CLOUD,CLOUD,380.79999999999995,1046.36,1046.36,1046.36
2605,Congested,18.0,242.0,73.0,8.0,CLOUD,CLOUD,1340.7999999999997,3980.9155555555553,3980.9155555555553,3980.9155555555553
2606,Congested,19.0,216.0,63.0,6.0,CLOUD,CLOUD,933.6,2877.435789473684,2877.435789473684,2877.435789473684
2607,Congested,14.0,173.0,74.0,1.0,CLOUD,CLOUD,168.79999999999998,767.3885714285715,767.3885714285715,767.3885714285715
2608,Congested,39.0,165.0,91.0,7.0,CLOUD,CLOUD,1324.4,1766.3774358974358,1766.3774358974358,1766.3774358974358
2609,Congested,19.0,160.0,61.0,9.0,CLOUD,CLOUD,1378.8,4151.433684210526,4151.433684210526,4151.433684210526
2610,Congested,22.0,206.0,87.0,8.0,CLOUD,CLOUD,1475.1999999999998,3302.930909090909,3302.930909090909,3302.930909090909
2611,Congested,21.0,220.0,85.0,2.0,CLOUD,CLOUD,364.0,1028.7047619047619,1028.7047619047619,1028.7047619047619
2612,Congested,26.0,192.0,78.0,4.0,CLOUD,CLOUD,694.4,1515.249230769231,1515.249230769231,1515.249230769231
2613,Congested,32.0,220.0,66.0,3.0,CLOUD,CLOUD,477.6,1037.92,1037.92,1037.92
2614,Congested,20.0,133.0,79.0,8.0,CLOUD,CLOUD,1398.4,3518.2799999999997,3518.2799999999997,3518.2799999999997
2615,Congested,30.0,161.0,68.0,8.0,CLOUD,CLOUD,1292.8,2476.0933333333337,2476.0933333333337,2476.0933333333337
2616,Congested,32.0,243.0,78.0,3.0,CLOUD,CLOUD,520.8,1062.3600000000001,1062.3600000000001,1062.3600000000001
2617,Congested,16.0,175.0,72.0,1.0,CLOUD,CLOUD,166.4,697.88,697.88,697.88
2618,Congested,21.0,146.0,69.0,7.0,CLOUD,CLOUD,1139.6000000000001,2971.9866666666667,2971.9866666666667,2971.9866666666667
2619,Congested,40.0,229.0,70.0,1.0,CLOUD,CLOUD,164.0,451.8,451.8,451.8
2620,Congested,13.0,211.0,90.0,3.0,CLOUD,CLOUD,564.0,2127.9538461538464,2127.9538461538464,2127.9538461538464
2621,Congested,40.0,133.0,67.0,9.0,CLOUD,CLOUD,1443.6,2137.12,2137.12,2137.12
2622,Congested,30.0,206.0,87.0,3.0,CLOUD,CLOUD,553.1999999999999,1076.44,1076.44,1076.44
2623,Congested,30.0,223.0,75.0,1.0,CLOUD,CLOUD,170.0,512.6666666666667,512.6666666666667,512.6666666666667
2624,Congested,13.0,181.0,85.0,8.0,CLOUD,CLOUD,1456.0,5291.276923076924,5291.276923076924,5291.276923076924
2625,Congested,19.0,164.0,84.0,2.0,CLOUD,CLOUD,361.59999999999997,1052.8252631578946,1052.8252631578946,1052.8252631578946
2626,Congested,34.0,238.0,84.0,5.0,CLOUD,CLOUD,903.9999999999999,1531.270588235294,1531.270588235294,1531.270588235294
2627,Congested,30.0,233.0,83.0,1.0,CLOUD,CLOUD,179.60000000000002,522.9866666666667,522.9866666666667,522.9866666666667
2628,Congested,13.0,149.0,65.0,2.0,CLOUD,CLOUD,316.0,1424.969230769231,1424.969230769231,1424.969230769231
2629,Congested,25.0,250.0,74.0,1.0,CLOUD,CLOUD,168.79999999999998,592.96,592.96,592.96
2630,Congested,28.0,242.0,77.0,2.0,CLOUD,CLOUD,344.80000000000007,859.5885714285714,859.5885714285714,859.5885714285714
2631,Congested,35.0,166.0,84.0,8.0,CLOUD,CLOUD,1446.3999999999999,2181.4514285714286,2181.4514285714286,2181.4514285714286
2632,Congested,30.0,231.0,79.0,10.0,CLOUD,CLOUD,1748.0,3129.2666666666664,3129.2666666666664,3129.2666666666664
2633,Congested,14.0,145.0,80.0,2.0,CLOUD,CLOUD,352.0,1334.257142857143,1334.257142857143,1334.257142857143
2634,Congested,32.0,167.0,85.0,1.0,CLOUD,CLOUD,182.0,440.4,440.4,440.4
2635,Congested,22.0,245.0,64.0,9.0,CLOUD,CLOUD,1411.2,3720.767272727273,3720.767272727273,3720.767272727273
2636,Congested,36.0,151.0,73.0,2.0,CLOUD,CLOUD,335.19999999999993,641.2844444444444,641.2844444444444,641.2844444444444
2637,Congested,15.0,166.0,60.0,9.0,CLOUD,CLOUD,1368.0,5167.6,5167.6,5167.6
2638,Congested,24.0,200.0,67.0,1.0,CLOUD,CLOUD,160.39999999999998,556.0133333333332,556.0133333333332,556.0133333333332
2639,Congested,14.0,172.0,70.0,2.0,CLOUD,CLOUD,328.0,1360.4571428571428,1360.4571428571428,1360.4571428571428
2640,Congested,27.0,185.0,62.0,2.0,CLOUD,CLOUD,308.8,822.5525925925926,822.5525925925926,822.5525925925926
2641,Congested,13.0,249.0,79.0,6.0,CLOUD,CLOUD,1048.8,4080.2676923076924,4080.2676923076924,4080.2676923076924
2642,Congested,40.0,163.0,87.0,1.0,CLOUD,CLOUD,184.39999999999998,386.48,386.48,386.48
2643,Congested,17.0,196.0,62.0,9.0,CLOUD,CLOUD,1389.6,4633.614117647058,4633.614117647058,4633.614117647058
2644,Congested,38.0,195.0,94.0,8.0,CLOUD,CLOUD,1542.4,2069.2905263157895,2069.2905263157895,2069.2905263157895
2645,Congested,14.0,245.0,80.0,9.0,CLOUD,CLOUD,1584.0000000000002,5596.657142857143,5596.657142857143,5596.657142857143
2646,Congested,39.0,210.0,94.0,9.0,CLOUD,CLOUD,1735.2,2269.9938461538463,2269.9938461538463,2269.9938461538463
2647,Congested,16.0,145.0,62.0,4.0,CLOUD,CLOUD,617.6,2234.92,2234.92,2234.92
2648,Congested,11.0,168.0,69.0,5.0,CLOUD,CLOUD,814.0,3918.163636363636,3918.163636363636,3918.163636363636
2649,Congested,37.0,175.0,68.0,10.0,CLOUD,CLOUD,1616.0,2564.362162162162,2564.362162162162,2564.362162162162
2650,Congested,27.0,175.0,82.0,5.0,CLOUD,CLOUD,892.0,1772.8814814814814,1772.8814814814814,1772.8814814814814
2651,Congested,14.0,228.0,64.0,9.0,CLOUD,CLOUD,1411.2,5573.897142857143,5573.897142857143,5573.897142857143
2652,Congested,18.0,186.0,84.0,3.0,CLOUD,CLOUD,542.4,1589.4133333333332,1589.4133333333332,1589.4133333333332
2653,Congested,22.0,236.0,65.0,5.0,CLOUD,CLOUD,790.0,2167.181818181818,2167.181818181818,2167.181818181818
2654,Congested,31.0,228.0,69.0,9.0,CLOUD,CLOUD,1465.2,2755.420645161291,2755.420645161291,2755.420645161291
2655,Congested,16.0,138.0,77.0,4.0,CLOUD,CLOUD,689.6000000000001,2230.32,2230.32,2230.32
2656,Congested,32.0,215.0,92.0,10.0,CLOUD,CLOUD,1904.0,2951.8,2951.8,2951.8
2657,Congested,15.0,227.0,69.0,6.0,CLOUD,CLOUD,976.8000000000001,3563.56,3563.56,3563.56
2658,Congested,35.0,231.0,84.0,1.0,CLOUD,CLOUD,180.79999999999998,482.93142857142857,482.93142857142857,482.93142857142857
2659,Congested,40.0,183.0,64.0,5.0,CLOUD,CLOUD,784.0,1295.8,1295.8,1295.8
2660,Congested,13.0,148.0,95.0,7.0,CLOUD,CLOUD,1358.0,4622.292307692308,4622.292307692308,4622.292307692308
2661,Congested,12.0,204.0,65.0,6.0,CLOUD,CLOUD,948.0,4339.6,4339.6,4339.6
2662,Congested,39.0,205.0,77.0,3.0,CLOUD,CLOUD,517.2,889.6246153846155,889.6246153846155,889.6246153846155
2663,Congested,37.0,177.0,77.0,1.0,CLOUD,CLOUD,172.40000000000003,416.29621621621624,416.29621621621624,416.29621621621624
2664,Congested,13.0,216.0,74.0,7.0,CLOUD,CLOUD,1181.6,4684.412307692308,4684.412307692308,4684.412307692308
2665,Congested,40.0,146.0,67.0,3.0,CLOUD,CLOUD,481.2,814.04,814.04,814.04
2666,Congested,26.0,198.0,91.0,2.0,CLOUD,CLOUD,378.40000000000003,860.6646153846154,860.6646153846154,860.6646153846154
2667,Congested,26.0,209.0,78.0,9.0,CLOUD,CLOUD,1562.3999999999999,3186.310769230769,3186.310769230769,3186.310769230769
2668,Congested,18.0,145.0,63.0,3.0,CLOUD,CLOUD,466.8,1545.8933333333332,1545.8933333333332,1545.8933333333332
2669,Congested,20.0,219.0,71.0,6.0,CLOUD,CLOUD,991.1999999999999,2756.04,2756.04,2756.04
2670,Congested,35.0,223.0,90.0,10.0,CLOUD,CLOUD,1880.0,2744.714285714286,2744.714285714286,2744.714285714286
2671,Congested,14.0,186.0,60.0,9.0,CLOUD,CLOUD,1368.0,5530.4571428571435,5530.4571428571435,5530.4571428571435
2672,Congested,32.0,159.0,68.0,3.0,CLOUD,CLOUD,484.8,977.16,977.16,977.16
2673,Congested,22.0,188.0,63.0,6.0,CLOUD,CLOUD,933.6,2504.9381818181814,2504.9381818181814,2504.9381818181814
2674,Congested,32.0,183.0,86.0,8.0,CLOUD,CLOUD,1465.6,2370.52,2370.52,2370.52
2675,Congested,15.0,232.0,82.0,8.0,CLOUD,CLOUD,1427.2,4684.906666666667,4684.906666666667,4684.906666666667
2676,Congested,26.0,193.0,77.0,7.0,CLOUD,CLOUD,1206.8000000000002,2508.4061538461538,2508.4061538461538,2508.4061538461538
2677,Congested,26.0,178.0,79.0,2.0,CLOUD,CLOUD,349.6,839.7046153846154,839.7046153846154,839.7046153846154
2678,Congested,40.0,198.0,86.0,6.0,CLOUD,CLOUD,1099.2,1538.6399999999999,1538.6399999999999,1538.6399999999999
2679,Congested,37.0,143.0,65.0,2.0,CLOUD,CLOUD,316.0,620.6324324324326,620.6324324324326,620.6324324324326
2680,Congested,33.0,181.0,65.0,3.0,CLOUD,CLOUD,474.0,976.0727272727272,976.0727272727272,976.0727272727272
2681,Congested,28.0,134.0,65.0,5.0,CLOUD,CLOUD,790.0,1675.5714285714287,1675.5714285714287,1675.5714285714287
2682,Congested,27.0,246.0,60.0,7.0,CLOUD,CLOUD,1064.0,2476.874074074074,2476.874074074074,2476.874074074074
2683,Congested,31.0,250.0,68.0,8.0,CLOUD,CLOUD,1292.8,2496.2761290322583,2496.2761290322583,2496.2761290322583
2684,Congested,25.0,151.0,85.0,1.0,CLOUD,CLOUD,182.0,494.4,494.4,494.4
2685,Congested,29.0,168.0,60.0,7.0,CLOUD,CLOUD,1064.0,2255.8344827586207,2255.8344827586207,2255.8344827586207
2686,Congested,32.0,208.0,75.0,9.0,CLOUD,CLOUD,1530.0,2665.0,2665.0,2665.0
2687,Congested,31.0,130.0,88.0,3.0,CLOUD,CLOUD,556.8000000000001,974.7535483870968,974.7535483870968,974.7535483870968
