Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB
2654,Congested,31,228,69,9
2655,Congested,16,138,77,4
2656,Congested,32,215,92,10
2657,Congested,15,227,69,6
2658,Congested,35,231,84,1
2659,Congested,40,183,64,5
2660,Congested,13,148,95,7
2661,Congested,12,204,65,6
2662,Congested,39,205,77,3
2663,Congested,37,177,77,1
2664,Congested,13,216,74,7
2665,Congested,40,146,67,3
2666,Congested,26,198,91,2
2667,Congested,26,209,78,9
2668,Congested,18,145,63,3
2669,Congested,20,219,71,6
2670,Congested,35,223,90,10
2671,Congested,14,186,60,9
2672,Congested,32,159,68,3
2673,Congested,22,188,63,6
2674,Congested,32,183,86,8
2675,Congested,15,232,82,8
2676,Congested,26,193,77,7
2677,Congested,26,178,79,2
2678,Congested,40,198,86,6
2679,Congested,37,143,65,2
2680,Congested,33,181,65,3
2681,Congested,28,134,65,5
2682,Congested,27,246,60,7
2683,Congested,31,250,68,8
2684,Congested,25,151,85,1
2685,Congested,29,168,60,7
2686,Congested,32,208,75,9
2687,Congested,31,130,88,3
2688,Congested,31,177,71,2
2689,Congested,21,154,92,6
2690,Congested,40,133,87,8
2691,Congested,22,163,83,2
2692,Congested,20,183,94,2
2693,Congested,19,196,90,5
2694,Congested,18,174,60,10
2695,Congested,22,175,79,9
2696,Congested,36,129,89,10
2697,Congested,37,244,63,6
2698,Congested,10,237,81,5
2699,Congested,21,147,60,6
2700,Congested,38,167,85,6
2701,Congested,10,145,87,8
2702,Congested,16,141,93,9
2703,Congested,38,159,86,2
2704,Congested,39,244,60,3
2705,Congested,34,184,74,8
2706,Congested,22,215,79,6
2707,Congested,23,166,94,5
2708,Congested,13,232,88,3
2709,Congested,14,210,87,1
2710,Congested,21,170,67,4
2711,Congested,19,130,68,7
2712,Congested,23,204,62,3
2713,Congested,31,170,90,5
2714,Congested,13,227,91,9
2715,Congested,25,152,80,7
2716,Congested,26,219,68,2
2717,Congested,40,147,61,3
2718,Congested,14,208,92,1
2719,Congested,34,180,63,6
2720,Congested,23,122,87,8
2721,Congested,19,192,91,2
2722,Congested,34,229,75,10
2723,Congested,14,250,71,4
2724,Congested,18,149,76,4
2725,Congested,31,229,72,8
2726,Congested,32,146,92,10
2727,Congested,15,168,69,4
2728,Congested,13,153,85,1
2729,Congested,18,169,69,7
2730,Congested,10,171,65,1
2731,Congested,22,224,93,5
2732,Congested,32,179,74,6
2733,Congested,23,242,63,9
2734,Congested,23,133,79,2
2735,Congested,18,213,77,6
2736,Congested,32,227,75,6
2737,Congested,38,132,71,1
2738,Congested,10,133,80,4
2739,Congested,19,240,77,10
2740,Congested,13,230,71,5
2741,Congested,40,245,83,6
2742,Congested,19,148,66,1
2743,Congested,31,153,81,6
2744,Congested,33,212,93,10
2745,Congested,21,180,77,4
2746,Congested,28,218,65,2
2747,Congested,14,150,62,10
2748,Congested,40,168,72,8
2749,Congested,39,145,64,9
2750,Congested,29,207,79,8
2751,Congested,34,171,94,3
2752,Congested,11,152,72,7
2753,Congested,27,184,95,6
2754,Congested,38,213,88,2
2755,Congested,39,231,64,8
2756,Congested,23,248,61,3
2757,Congested,29,190,68,5
2758,Congested,11,135,72,7
2759,Congested,25,139,70,8
2760,Congested,34,250,84,9
2761,Congested,34,219,85,10
2762,Congested,18,172,71,1
2763,Congested,15,175,60,9
2764,Congested,24,248,93,5
2765,Congested,19,176,78,5
2766,Congested,27,150,70,4
2767,Congested,11,180,78,1
2768,Congested,30,157,77,3
2769,Congested,18,133,75,4
2770,Congested,27,149,60,6
2771,Congested,30,214,80,2
2772,Congested,40,187,68,7
2773,Congested,38,195,80,1
2774,Congested,30,122,82,4
2775,Congested,33,191,71,5
2776,Congested,10,147,84,5
2777,Congested,37,172,88,4
2778,Congested,20,188,73,10
2779,Congested,30,221,69,8
2780,Congested,17,231,83,3
2781,Congested,38,242,65,8
2782,Congested,15,237,71,3
2783,Congested,16,245,71,5
2784,Congested,10,199,70,3
2785,Congested,36,220,72,2
2786,Congested,14,138,87,4
2787,Congested,24,223,66,9
2788,Congested,14,123,66,7
2789,Congested,22,125,67,1
2790,Congested,34,131,68,4
2791,Congested,34,141,77,3
2792,Congested,40,123,60,2
2793,Congested,27,206,65,4
2794,Congested,14,242,88,3
2795,Congested,19,204,90,3
2796,Congested,17,134,94,5
2797,Congested,30,151,61,1
2798,Congested,13,195,66,9
2799,Congested,38,226,69,1
2800,Congested,39,177,61,4
2801,Congested,23,218,69,6
2802,Congested,30,193,74,7
2803,Congested,31,148,91,3
2804,Congested,13,177,66,5
2805,Congested,21,139,81,2
2806,Congested,21,141,62,10
2807,Congested,14,165,87,9
2808,Congested,20,166,87,3
2809,Congested,38,197,78,6
2810,Congested,38,146,77,8
2811,Congested,31,214,76,2
2812,Congested,35,120,69,3
2813,Congested,20,157,84,8
2814,Congested,33,242,64,2
2815,Congested,28,229,77,3
2816,Congested,12,202,68,3
2817,Congested,34,218,82,6
2818,Congested,25,228,90,7
2819,Congested,29,205,68,4
2820,Congested,22,227,95,8
2821,Congested,27,246,94,9
2822,Congested,36,178,84,2
2823,Congested,28,227,93,10
2824,Congested,34,176,65,4
2825,Congested,21,120,73,1
2826,Congested,21,241,68,2
2827,Congested,11,209,83,3
2828,Congested,19,237,69,9
2829,Congested,39,227,75,4
2830,Congested,36,177,63,3
2831,Congested,13,156,84,1
2832,Congested,32,228,83,1
2833,Congested,32,147,64,8
2834,Congested,36,160,61,3
2835,Congested,21,156,65,4
2836,Congested,12,123,86,3
2837,Congested,34,166,90,3
2838,Congested,33,196,90,7
2839,Congested,33,206,88,1
2840,Congested,19,148,69,1
2841,Congested,38,128,71,9
2842,Congested,15,122,85,7
2843,Congested,31,236,95,5
2844,Congested,39,248,79,4
2845,Congested,23,160,77,2
2846,Congested,26,216,68,4
2847,Congested,22,134,74,7
2848,Congested,15,139,89,8
2849,Congested,20,223,84,3
2850,Congested,11,215,87,4
2851,Congested,18,147,66,2
2852,Congested,21,205,61,4
2853,Congested,19,161,94,2
2854,Congested,12,174,60,5
2855,Congested,16,171,62,4
2856,Congested,18,141,62,10
2857,Congested,35,243,62,1
2858,Congested,20,143,79,1
2859,Congested,21,192,85,9
2860,Congested,16,200,85,6
2861,Congested,14,144,81,7
2862,Congested,38,248,66,9
2863,Congested,35,158,61,10
2864,Congested,35,217,90,10
2865,Congested,37,129,78,3
2866,Congested,14,238,65,2
2867,Congested,40,179,73,3
2868,Congested,34,161,92,9
2869,Congested,33,207,88,3
2870,Congested,20,194,83,10
2871,Congested,37,230,62,7
2872,Congested,17,173,64,3
2873,Congested,28,247,66,1
2874,Congested,14,199,95,2
2875,Congested,25,144,89,6
2876,Congested,15,195,70,2
2877,Congested,18,213,82,2
2878,Congested,12,165,89,5
2879,Congested,25,185,88,3
2880,Congested,40,151,91,1
2881,Congested,21,193,85,7
2882,Congested,37,153,88,6
2883,Congested,26,200,83,2
2884,Congested,31,225,92,8
2885,Congested,18,130,63,4
2886,Congested,32,122,69,2
2887,Congested,19,216,70,10
2888,Congested,22,138,74,7
2889,Congested,37,238,65,6
2890,Congested,24,239,94,8
2891,Congested,13,141,71,2
2892,Congested,39,221,87,4
2893,Congested,22,204,64,6
2894,Congested,20,244,73,8
2895,Congested,13,191,89,1
2896,Congested,27,159,90,3
2897,Congested,30,174,80,10
2898,Congested,11,217,63,6
2899,Congested,35,230,90,4
2900,Congested,11,174,61,7
2901,Congested,18,184,71,2
2902,Congested,14,137,77,7
2903,Congested,12,196,88,7
2904,Congested,26,174,76,3
2905,Congested,36,133,65,7
2906,Congested,20,196,70,4
2907,Congested,21,227,90,8
2908,Congested,27,161,87,6
2909,Congested,39,219,60,9
2910,Congested,35,170,64,10
2911,Congested,29,157,80,6
2912,Congested,10,158,89,3
2913,Congested,25,201,67,7
2914,Congested,18,120,88,3
2915,Congested,30,235,66,1
2916,Congested,16,168,86,9
2917,Congested,34,162,84,4
2918,Congested,21,173,72,10
2919,Congested,40,123,83,6
2920,Congested,10,197,79,9
2921,Congested,36,151,91,8
2922,Congested,23,225,82,6
2923,Congested,36,229,93,6
2924,Congested,13,165,89,7
2925,Congested,21,165,95,10
2926,Congested,15,231,84,5
2927,Congested,37,231,78,10
2928,Congested,40,145,65,2
2929,Congested,12,124,86,2
2930,Congested,25,145,88,9
2931,Congested,28,128,78,7
2932,Congested,16,177,89,9
2933,Congested,22,149,72,8
2934,Congested,40,151,82,8
2935,Congested,23,221,60,6
2936,Congested,35,177,92,5
2937,Congested,18,187,79,7
2938,Congested,31,181,60,7
2939,Congested,11,123,61,3
2940,Congested,35,215,93,10
2941,Congested,20,205,70,10
2942,Congested,23,181,95,7
2943,Congested,16,220,63,10
2944,Congested,23,152,84,3
2945,Congested,22,201,93,3
2946,Congested,23,179,66,3
2947,Congested,26,150,85,5
2948,Congested,36,160,80,4
2949,Congested,12,143,61,7
2950,Congested,10,159,61,10
2951,Congested,32,140,84,1
2952,Congested,33,153,89,6
2953,Congested,15,181,74,5
2954,Congested,16,182,84,5
2955,Congested,31,133,77,2
2956,Congested,39,156,61,10
2957,Congested,37,146,67,8
2958,Congested,39,151,66,3
2959,Congested,19,187,71,2
2960,Congested,12,246,83,4
2961,Congested,22,145,91,1
2962,Congested,23,138,91,2
2963,Congested,16,227,84,6
2964,Congested,30,235,70,3
2965,Congested,19,122,71,10
2966,Congested,30,128,67,6
2967,Congested,21,243,94,1
2968,Congested,15,185,67,4
2969,Congested,29,127,94,1
2970,Congested,26,159,73,6
2971,Congested,13,175,61,6
2972,Congested,14,176,65,3
2973,Congested,18,190,90,4
2974,Congested,40,143,82,9
2975,Congested,30,195,89,8
2976,Congested,23,222,72,5
2977,Congested,15,170,77,7
2978,Congested,13,199,70,4
2979,Congested,40,244,87,8
2980,Congested,23,189,80,10
2981,Congested,13,218,87,4
2982,Congested,28,210,83,2
2983,Congested,24,162,62,9
2984,Congested,18,224,78,10
2985,Congested,36,210,85,1
2986,Congested,13,166,80,7
2987,Congested,35,167,82,4
2988,Congested,12,175,83,6
2989,Congested,14,200,67,1
2990,Congested,20,122,81,4
2991,Congested,24,202,74,9
2992,Congested,12,218,78,10
2993,Congested,16,175,66,9
2994,Congested,18,139,86,7
2995,Congested,20,201,72,4
2996,Congested,11,246,91,1
2997,Congested,18,227,67,2
2998,Congested,24,163,80,10
2999,Congested,22,180,61,5
3000,Congested,10,121,89,5
